id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
740,227,40.0,0.5,0.1875,0.3125,10.2921,5.9241,14.6394,95.6783,94.9673,30.2375,0.3059,1.4533
741,227,40.0,0.0,0.0625,0.9375,11.1059,6.4278,15.6157,98.0402,99.3117,30.2324,0.3126,0.5771
742,206,80.0,0.1562,0.0,0.8438,10.0863,10.0862,10.0865,90.0005,90.0008,89.9993,0.1125,0.875
743,194,80.0,0.0,0.4062,0.5938,6.8226,6.8221,24.8628,90.0012,89.9937,119.9871,0.1164,1.0534
744,12,80.0,0.4375,0.125,0.4375,24.3514,6.2895,6.2364,89.9997,105.0013,90.0001,0.2187,1.8251
745,33,80.0,0.0,0.625,0.375,10.6604,9.1151,9.7342,89.9979,89.9997,90.0004,0.0856,1.4631
746,33,80.0,0.6562,0.3438,0.0,9.9377,8.5388,9.1656,90.0029,90.0023,90.0016,0.0623,3.4873
747,206,80.0,0.5312,0.1562,0.3125,9.4581,9.4577,9.4579,90.0021,90.0027,89.9982,0.2415,2.3631
748,12,80.0,0.3125,0.5,0.1875,24.5473,6.1851,6.0052,89.9998,104.2998,90.0001,0.1845,1.8698
749,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0347,0.9548
750,206,80.0,0.5938,0.0,0.4062,9.5151,9.5146,9.5149,90.0012,90.0021,89.9993,0.2558,2.2377
751,12,80.0,0.375,0.25,0.375,24.4329,6.2723,6.1848,89.9998,104.8203,90.0001,0.1352,1.9107
752,194,80.0,0.1562,0.125,0.7188,6.8634,6.8629,24.9061,90.0145,89.9956,119.9874,0.3229,0.7307
753,194,80.0,0.25,0.4375,0.3125,6.533,6.5327,24.3125,90.009,90.0037,119.9929,0.2581,1.1108
754,12,80.0,0.3125,0.4375,0.25,24.5308,6.2201,6.0692,89.9998,104.4695,90.0001,0.1013,1.9792
755,12,80.0,0.5,0.1875,0.3125,24.3195,6.2018,6.0952,89.9996,104.7008,90.0001,0.2154,2.1115
756,227,40.0,0.0625,0.3125,0.625,10.7756,6.2196,14.8766,84.3355,83.4255,30.9387,0.3763,0.4969
757,206,80.0,0.4688,0.375,0.1562,9.3458,9.3454,9.3454,90.0034,90.0037,89.9967,0.1789,2.7029
758,194,80.0,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,90.0101,90.0038,119.9946,0.2867,1.8095
759,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0415,0.9106
760,206,80.0,0.2812,0.3125,0.4062,9.646,9.6458,9.6458,90.0025,90.0026,89.9972,0.2163,1.6612
761,206,80.0,0.5312,0.0,0.4688,9.5967,9.5963,9.5966,90.0011,90.0019,89.9993,0.2565,2.0344
762,167,30.0,0.0,0.1667,0.8333,5.4918,5.4913,14.56,89.9984,89.9993,120.001,0.1262,1.0298
763,206,80.0,0.0,0.5,0.5,9.847,9.847,9.8468,90.0031,90.0027,89.996,0.1282,1.262
764,12,80.0,0.3438,0.4375,0.2188,24.5066,6.1937,6.0308,89.9998,104.396,90.0001,0.103,2.1348
765,33,80.0,0.5,0.4375,0.0625,10.08,8.6535,9.2782,90.0017,90.002,90.0015,0.1134,2.7543
766,167,30.0,0.1667,0.5,0.3333,5.1913,5.1908,13.9162,89.9979,90.0023,120.0006,0.1877,1.9775
767,12,80.0,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1723,2.1461
768,12,80.0,0.2812,0.5,0.2188,24.5716,6.2115,6.0436,89.9999,104.3742,90.0001,0.1474,1.9315
769,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0712,3.3825
770,12,80.0,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,0.1429,1.9283
771,12,80.0,0.4375,0.3125,0.25,24.4009,6.1845,6.0437,89.9997,104.513,90.0001,0.1338,2.1669
772,167,30.0,0.75,0.0,0.25,5.0036,5.0034,13.5318,89.9888,90.0119,120.0017,0.2939,3.2804
773,12,80.0,0.125,0.2188,0.6562,24.6185,6.5008,6.525,90.0002,105.4321,90.0,0.232,1.0015
774,33,40.0,0.1875,0.8125,0.0,5.0784,8.7257,9.3445,89.9983,90.002,90.002,0.0502,2.4487
775,167,30.0,0.4167,0.1667,0.4167,5.1726,5.1722,13.8849,89.9941,90.006,120.0012,0.2489,2.3152
776,206,80.0,0.2812,0.125,0.5938,9.8123,9.812,9.8123,90.0014,90.0017,89.9984,0.207,1.2998
777,227,40.0,0.8125,0.1875,0.0,9.751,5.6595,13.963,90.9688,91.1228,30.5185,0.1821,2.7438
778,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0573,3.899
779,167,30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0674,3.0323
780,206,80.0,0.7188,0.0625,0.2188,9.2965,9.2959,9.2962,90.002,90.0029,89.9989,0.2313,3.0469
781,33,40.0,0.5625,0.0625,0.375,5.1987,8.8908,9.5195,90.0035,90.0008,90.0007,0.3011,2.0435
782,206,80.0,0.0,0.75,0.25,9.6253,9.6253,9.625,90.0046,90.004,89.9942,0.1362,1.6288
783,33,80.0,0.5625,0.3125,0.125,10.1201,8.6811,9.3074,90.0025,90.0018,90.0012,0.1591,2.7837
784,33,40.0,0.0,0.6875,0.3125,5.2955,9.0627,9.6812,89.9977,90.0001,90.0006,0.1443,1.4396
785,227,40.0,0.6875,0.25,0.0625,5.7896,5.7894,14.1688,89.998,90.0023,119.9971,0.2213,1.9578
786,33,40.0,0.375,0.0,0.625,5.3812,9.1754,9.8031,90.0025,89.9991,90.0005,0.2534,1.5821
787,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0727,3.5831
788,12,80.0,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,0.0825,2.1433
789,206,80.0,0.0,0.1562,0.8438,10.1518,10.1518,10.152,90.0012,90.001,89.9983,0.0618,0.9689
790,206,80.0,0.0,0.3438,0.6562,9.9855,9.9855,9.9855,90.0022,90.0019,89.997,0.1167,1.041
791,12,80.0,0.0,0.1875,0.8125,24.7073,6.6238,6.7113,90.0003,105.754,90.0,0.1457,0.8837
792,206,80.0,0.75,0.25,0.0,9.0894,9.0888,9.089,90.0034,90.0041,89.9976,0.0924,4.1088
793,227,40.0,0.5,0.3125,0.1875,10.1576,5.8797,14.2696,88.9844,88.8314,30.2599,0.3908,1.1917
794,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0442,4.2309
795,227,40.0,0.6875,0.0,0.3125,5.9433,5.9434,14.6025,90.0001,89.9967,120.0005,0.3996,1.6712
796,12,20.0,0.75,0.0,0.25,12.0381,3.0478,5.9801,89.9993,104.6228,90.0002,0.2674,2.1706
797,33,80.0,0.7188,0.0625,0.2188,10.1511,8.6974,9.3273,90.0044,90.0017,90.0009,0.2264,2.711
798,167,30.0,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0294,4.8946
799,12,20.0,0.0,0.5,0.5,12.3949,3.2244,6.3896,90.0003,105.0105,90.0,0.1176,1.2519
800,194,80.0,0.0,0.6562,0.3438,6.6384,6.6382,24.541,89.9955,90.0015,119.9897,0.0734,1.4469
801,206,80.0,0.8125,0.0312,0.1562,9.2018,9.2011,9.2015,90.002,90.003,89.9991,0.2072,3.4981
802,167,60.0,0.6667,0.0833,0.25,10.0485,5.024,13.5733,89.9901,90.0106,120.0015,0.2066,3.0472
803,12,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0413,2.6021
804,12,80.0,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.0465,1.3035
805,194,80.0,0.3125,0.25,0.4375,6.6053,6.605,24.4263,90.0125,90.0049,119.9919,0.3785,0.8826
806,33,80.0,0.3125,0.5312,0.1562,10.2717,8.807,9.4293,90.0002,90.0014,90.0012,0.1414,2.2573
807,206,80.0,0.5312,0.2812,0.1875,9.3473,9.3469,9.347,90.0029,90.0034,89.9974,0.2022,2.7804
808,33,80.0,0.125,0.4688,0.4062,10.6366,9.0915,9.713,89.9993,89.9998,90.0004,0.2042,1.3375
809,194,80.0,0.2188,0.25,0.5312,6.7047,6.7043,24.6175,90.0111,90.0015,119.9899,0.2301,0.9304
810,167,30.0,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,0.1718,3.0433
811,227,40.0,0.375,0.625,0.0,9.9165,5.7612,14.2456,91.2372,91.4362,30.6131,0.1461,2.3498
812,12,80.0,0.4688,0.5312,0.0,24.4345,6.0357,5.7812,89.9996,103.8245,90.0002,0.0375,2.8485
813,33,80.0,0.375,0.5312,0.0938,10.1731,8.7296,9.3524,90.0006,90.0018,90.0014,0.1034,2.5738
814,12,80.0,0.25,0.4375,0.3125,24.5793,6.2729,6.1461,89.9999,104.6144,90.0001,0.0961,1.8084
815,33,40.0,0.5625,0.4375,0.0,4.9907,8.5762,9.2014,90.002,90.0023,90.0017,0.0308,3.3081
816,167,30.0,0.3333,0.25,0.4167,5.1932,5.1928,13.9265,89.9954,90.0047,120.0011,0.1736,2.189
817,194,80.0,0.4688,0.125,0.4062,6.5331,6.5327,24.2685,90.0151,90.0096,119.9939,0.3492,1.2786
818,206,80.0,0.375,0.1875,0.4375,9.6344,9.6342,9.6343,90.0019,90.0023,89.998,0.224,1.8113
819,206,80.0,0.0,0.5,0.5,9.847,9.847,9.8468,90.0031,90.0027,89.996,0.1317,1.2352
820,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0622,3.5276
821,206,80.0,0.2188,0.4062,0.375,9.6445,9.6443,9.6443,90.0029,90.0029,89.9965,0.1912,1.7838
822,167,30.0,0.1667,0.1667,0.6667,5.3641,5.3636,14.29,89.997,90.0018,120.0011,0.2064,1.4301
823,206,80.0,0.5,0.3125,0.1875,9.3604,9.36,9.3601,90.0031,90.0034,89.9971,0.2042,2.6141
824,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0317,0.9824
825,206,80.0,0.375,0.4688,0.1562,9.3851,9.3848,9.3847,90.0038,90.0038,89.9961,0.1669,2.5291
826,12,80.0,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1428,2.2304
827,33,40.0,0.25,0.0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,0.2506,1.1885
828,227,40.0,0.1875,0.1875,0.625,6.3129,6.312,14.7652,90.0155,90.0073,120.0012,0.3576,0.3834
829,33,80.0,0.625,0.3438,0.0312,9.9869,8.5775,9.204,90.0027,90.0022,90.0015,0.0816,3.3811
830,194,80.0,0.625,0.2188,0.1562,6.2998,6.2995,23.8295,90.0152,90.0059,119.9995,0.4439,1.6062
831,194,80.0,0.8438,0.0938,0.0625,6.1652,6.1648,23.5448,90.0111,90.0043,120.0038,0.2708,2.0698
832,33,80.0,0.125,0.25,0.625,10.8793,9.275,9.8986,90.0,89.9984,90.0002,0.2087,1.2207
833,167,30.0,0.5833,0.0833,0.3333,5.0881,5.0878,13.7084,89.9916,90.0089,120.0015,0.2073,2.5908
834,12,80.0,0.5,0.5,0.0,24.402,6.0269,5.7748,89.9995,103.8357,90.0002,0.0219,2.8387
835,33,40.0,0.0,0.125,0.875,5.6075,9.5347,10.1584,89.9996,89.9963,90.0001,0.1684,0.7642
836,194,80.0,0.125,0.3438,0.5312,6.7352,6.7348,24.6882,90.0068,89.9987,119.989,0.2826,0.4789
837,206,80.0,0.5312,0.4062,0.0625,9.2365,9.2361,9.236,90.0038,90.0041,89.9965,0.1422,3.1065
838,33,40.0,0.25,0.0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,0.2506,1.1888
839,194,80.0,0.4688,0.0,0.5312,6.6257,6.6252,24.4294,90.0173,90.0113,119.9922,0.3432,1.2053
840,206,80.0,0.0,0.4375,0.5625,9.9024,9.9024,9.9023,90.0027,90.0023,89.9964,0.1217,1.2103
841,206,80.0,0.0,0.6562,0.3438,9.7084,9.7085,9.7082,90.004,90.0035,89.9949,0.1445,1.4996
842,227,40.0,0.625,0.125,0.25,5.9632,5.9618,14.5611,90.0737,88.4597,120.0434,0.3347,1.8863
843,194,80.0,0.3125,0.5,0.1875,6.4205,6.4203,24.1047,90.0113,90.0036,119.9954,0.2892,1.7255
844,194,80.0,0.125,0.4688,0.4062,6.6429,6.6426,24.5273,90.0041,90.0011,119.9904,0.3445,0.9459
845,194,80.0,0.0,0.8438,0.1562,6.5005,6.5004,24.2999,89.9949,90.0061,119.992,0.143,1.6919
846,167,30.0,0.1667,0.6667,0.1667,5.1049,5.1044,13.7293,89.9981,90.0028,120.0004,0.1342,2.3091
847,194,80.0,0.3125,0.2812,0.4062,6.5822,6.5819,24.3861,90.012,90.0049,119.9923,0.263,1.2802
848,206,80.0,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.0884,3.1271
849,206,80.0,0.3125,0.25,0.4375,9.6606,9.6604,9.6605,90.0022,90.0024,89.9976,0.2284,1.7162
850,167,30.0,0.9167,0.0833,0.0,4.8328,4.8326,13.1683,89.9848,90.016,120.0018,0.015,5.245
851,194,80.0,0.625,0.2188,0.1562,6.2998,6.2995,23.8295,90.0152,90.0059,119.9995,0.3169,1.9064
852,227,40.0,0.5625,0.125,0.3125,9.8958,5.8174,14.5954,98.3259,99.8004,31.7301,0.4362,2.0223
853,194,80.0,0.4688,0.5312,0.0,6.2323,6.2322,23.7461,90.0183,89.9988,120.0005,0.2169,2.656
854,12,80.0,0.2188,0.5312,0.25,24.6283,6.2468,6.0884,89.9999,104.4371,90.0001,0.1138,1.6944
855,206,80.0,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.2033,2.5347
856,206,80.0,0.0,0.0312,0.9688,10.2626,10.2626,10.2629,90.0005,90.0005,89.9992,0.0114,0.9324
857,33,80.0,0.7188,0.1562,0.125,10.0471,8.6188,9.2478,90.004,90.002,90.0011,0.1407,3.0664
858,194,80.0,0.0312,0.4688,0.5,6.7431,6.7427,24.7186,90.0005,89.9974,119.9883,0.2808,0.7935
859,206,80.0,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0494,0.9238
860,12,80.0,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,89.9998,104.5639,90.0001,0.1416,1.9734
861,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0398,0.9129
862,167,60.0,0.5833,0.0,0.4167,10.2626,5.131,13.8018,89.9916,90.0086,120.0016,0.2417,2.3806
863,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.061,3.5058
864,194,10.0,0.5,0.25,0.25,3.2038,3.2037,12.022,90.0147,90.007,119.9966,0.2744,2.355
865,33,80.0,0.125,0.0625,0.8125,11.0873,9.4324,10.0577,90.0006,89.9971,90.0003,0.2388,0.9436
866,33,40.0,0.0,1.0,0.0,5.1223,8.8005,9.4161,89.9963,90.0018,90.0021,0.051,2.0815
867,194,80.0,0.125,0.4688,0.4062,6.6429,6.6426,24.5273,90.0041,90.0011,119.9904,0.3064,0.7927
868,12,80.0,0.8125,0.1875,0.0,24.0773,5.938,5.7108,89.9992,103.9485,90.0002,0.0163,3.4871
869,12,80.0,0.4062,0.3125,0.2812,24.4252,6.2109,6.0822,89.9997,104.5856,90.0001,0.1768,2.0724
870,12,80.0,0.3438,0.3438,0.3125,24.4819,6.2462,6.127,89.9998,104.6466,90.0001,0.1258,1.9108
871,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.11,3.4765
872,33,80.0,0.625,0.375,0.0,9.9523,8.5513,9.1775,90.0026,90.0023,90.0017,0.0647,3.4654
873,194,80.0,0.6875,0.0,0.3125,6.3969,6.3965,23.9835,90.0133,90.0147,119.9975,0.3967,1.8202
874,167,30.0,0.4167,0.0,0.5833,5.259,5.2586,14.0718,89.9939,90.0057,120.0015,0.3209,1.8328
875,33,80.0,0.0,0.5,0.5,10.799,9.22,9.8402,89.9983,89.9989,90.0001,0.0792,1.311
876,167,30.0,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.3507,2.1794
877,206,80.0,0.0,0.0,1.0,10.2904,10.2903,10.2907,90.0004,90.0004,89.9994,0.0,0.9166
878,167,30.0,0.5833,0.3333,0.0833,4.9585,4.9582,13.428,89.9912,90.0099,120.0012,0.1034,3.6074
879,33,40.0,0.9375,0.0625,0.0,4.9031,8.4267,9.0582,90.0055,90.0024,90.0013,0.0408,4.4323
880,227,40.0,0.6875,0.0625,0.25,10.1947,5.8796,14.3103,92.7573,93.1534,29.9033,0.3068,1.5464
881,194,80.0,0.3125,0.2812,0.4062,6.5822,6.5819,24.3861,90.012,90.0049,119.9923,0.3119,0.8434
882,33,80.0,0.625,0.2812,0.0938,10.0562,8.6299,9.257,90.003,90.002,90.0013,0.1432,2.9752
883,194,80.0,0.4062,0.1562,0.4375,6.5757,6.5753,24.3557,90.0147,90.0079,119.9929,0.354,1.1742
884,167,30.0,0.0833,0.4167,0.5,5.2983,5.2978,14.1447,89.9988,90.0007,120.0007,0.1893,1.519
885,167,60.0,0.6667,0.0,0.3333,10.1349,5.0672,13.6668,89.9903,90.0102,120.0016,0.2,2.8023
886,167,30.0,0.0833,0.9167,0.0,5.0391,5.0386,13.584,89.9993,90.002,120.0,0.0744,2.5991
887,194,80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,0.1252,2.7433
888,206,80.0,0.5,0.125,0.375,9.5266,9.5263,9.5265,90.0018,90.0024,89.9984,0.2464,2.2573
889,33,80.0,0.0,0.4375,0.5625,10.8684,9.2724,9.8933,89.9986,89.9985,90.0001,0.0899,1.2023
890,33,80.0,0.625,0.0938,0.2812,10.2642,8.7873,9.4161,90.0037,90.0013,90.0008,0.2076,2.5011
891,227,40.0,0.625,0.0,0.375,6.0205,6.0205,14.6621,90.0029,89.9917,119.9982,0.3907,1.0602
892,227,40.0,0.375,0.5,0.125,5.9399,5.9389,14.0647,90.0181,90.0012,120.0035,0.2558,0.8536
893,194,80.0,0.8125,0.0,0.1875,6.2672,6.2668,23.7289,90.0102,90.0123,120.001,0.3624,1.9685
894,194,80.0,0.2188,0.25,0.5312,6.7047,6.7043,24.6175,90.0111,90.0015,119.9899,0.2896,1.1253
895,227,40.0,0.5,0.125,0.375,6.0581,6.0571,14.4891,90.0074,89.9961,119.9995,0.3884,1.5225
896,33,80.0,0.3125,0.5312,0.1562,10.2717,8.807,9.4293,90.0002,90.0014,90.0012,0.1421,2.2631
897,227,40.0,0.6875,0.25,0.0625,9.7983,5.6886,14.0437,91.0466,91.2135,30.5459,0.2916,1.4927
898,194,80.0,0.4375,0.0625,0.5,6.6122,6.6118,24.4127,90.0163,90.0096,119.9924,0.3753,1.1214
899,206,80.0,0.4688,0.375,0.1562,9.3458,9.3454,9.3454,90.0034,90.0037,89.9967,0.1898,2.6446
900,33,40.0,0.6875,0.3125,0.0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.036,3.5796
901,194,80.0,0.9688,0.0312,0.0,6.0828,6.0824,23.3707,90.0062,90.0015,120.0065,0.2282,3.9917
902,167,30.0,0.0833,0.3333,0.5833,5.3415,5.341,14.2381,89.9985,90.0006,120.0008,0.1472,1.4626
903,167,30.0,0.5,0.3333,0.1667,5.0223,5.022,13.5631,89.9927,90.0082,120.0011,0.163,2.8518
904,33,40.0,0.0,0.3125,0.6875,5.5035,9.3773,9.9993,89.999,89.9976,90.0,0.122,0.9547
905,194,80.0,0.9062,0.0625,0.0312,6.1239,6.1235,23.4577,90.0089,90.003,120.0051,0.2544,2.2913
906,167,60.0,0.0,0.3333,0.6667,10.8108,5.4049,14.3731,89.9992,89.9993,120.0008,0.1436,1.1529
907,33,40.0,0.0,0.5625,0.4375,5.3649,9.1675,9.7872,89.9981,89.9993,90.0002,0.1115,1.4034
908,194,80.0,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,90.0017,89.9988,119.989,0.3526,0.7351
909,12,80.0,0.5,0.5,0.0,24.402,6.0269,5.7748,89.9995,103.8357,90.0002,0.0372,2.8677
910,227,40.0,0.3125,0.375,0.3125,10.3436,5.9924,14.761,90.9873,91.1468,30.3373,0.3012,0.8748
911,33,40.0,0.5,0.0,0.5,5.2826,9.0207,9.6494,90.0033,90.0001,90.0006,0.2455,1.8514
912,33,80.0,0.7812,0.0625,0.1562,10.0525,8.6201,9.2504,90.0047,90.0019,90.001,0.1767,3.1875
913,206,80.0,0.25,0.4062,0.3438,9.6037,9.6035,9.6035,90.003,90.003,89.9965,0.1935,1.8063
914,206,80.0,0.5625,0.2812,0.1562,9.3065,9.3061,9.3062,90.003,90.0035,89.9974,0.2042,2.8305
915,33,80.0,0.6875,0.1562,0.1562,10.0963,8.6575,9.2862,90.0039,90.0019,90.0011,0.1854,2.884
916,194,10.0,0.0,1.0,0.0,3.1928,3.1928,12.0495,89.9969,90.0091,119.9942,0.1856,1.8641
917,227,40.0,0.8125,0.1875,0.0,9.839,5.6764,13.8993,92.1548,92.0238,30.1576,0.1176,3.1657
918,206,80.0,0.0938,0.9062,0.0,9.3644,9.3643,9.3638,90.006,90.0052,89.9931,0.0879,2.4289
919,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0657,3.707
920,167,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0319,4.5533
921,12,80.0,0.0312,0.5,0.4688,24.7655,6.4225,6.3512,90.0002,104.9427,90.0001,0.1913,1.0463
922,227,40.0,0.5625,0.4375,0.0,9.9771,5.7367,14.1381,93.5941,93.0715,30.1257,0.127,2.7888
923,33,80.0,0.4062,0.375,0.2188,10.2972,8.822,9.4466,90.0014,90.0013,90.0009,0.1813,2.2106
924,206,80.0,0.625,0.375,0.0,9.1418,9.1413,9.1413,90.0039,90.0043,89.9967,0.1051,3.6341
925,194,80.0,0.7188,0.1875,0.0938,6.2252,6.2249,23.6787,90.0146,90.0042,120.0017,0.2893,2.9493
926,206,80.0,0.0938,0.0312,0.875,10.1402,10.1401,10.1404,90.0006,90.0007,89.9991,0.0841,1.0585
927,33,80.0,0.1562,0.625,0.2188,10.414,8.9217,9.542,89.9989,90.0009,90.0009,0.127,1.9059
928,206,80.0,0.1875,0.25,0.5625,9.8238,9.8237,9.8238,90.0019,90.002,89.9976,0.1833,1.3345
929,33,80.0,0.1875,0.125,0.6875,10.9194,9.3026,9.9277,90.0009,89.9982,90.0003,0.1949,1.2214
930,227,40.0,0.0,0.1875,0.8125,10.9802,6.3662,15.6847,91.397,91.6226,30.4126,0.3241,0.3494
931,33,80.0,0.625,0.1562,0.2188,10.1949,8.7348,9.3631,90.0035,90.0016,90.0009,0.1829,2.6782
932,206,80.0,0.4062,0.3438,0.25,9.4551,9.4548,9.4548,90.003,90.0032,89.9969,0.205,2.2916
933,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0867,4.1568
934,12,80.0,0.3438,0.5,0.1562,24.5231,6.1587,5.9667,89.9998,104.2245,90.0001,0.078,2.1916
935,206,80.0,0.3438,0.3438,0.3125,9.5367,9.5364,9.5365,90.0029,90.003,89.9969,0.2227,2.0736
936,33,40.0,0.0,0.75,0.25,5.2609,9.0102,9.6281,89.9974,90.0004,90.0008,0.1357,1.5152
937,12,80.0,0.0,0.2812,0.7188,24.732,6.5713,6.6147,90.0003,105.5382,90.0,0.1087,1.011
938,206,80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1053,3.2621
939,33,80.0,0.1875,0.2188,0.5938,10.8154,9.2239,9.8482,90.0006,89.9988,90.0003,0.2598,1.1821
940,12,80.0,0.625,0.375,0.0,24.2721,5.9913,5.7492,89.9994,103.8806,90.0002,0.0029,3.1858
941,167,30.0,0.9167,0.0833,0.0,4.8328,4.8326,13.1683,89.9848,90.016,120.0018,0.015,5.2457
942,206,80.0,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.998,0.25,1.9628
943,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0498,4.1679
944,12,80.0,0.3438,0.2812,0.375,24.4654,6.2812,6.1912,89.9998,104.8096,90.0001,0.2026,1.6601
945,194,80.0,0.4375,0.4375,0.125,6.3346,6.3344,23.9303,90.0151,90.0028,119.9979,0.3596,1.6946
946,194,80.0,0.4062,0.5938,0.0,6.252,6.252,23.7931,90.0172,89.9994,119.9997,0.2144,2.5703
947,227,40.0,0.8125,0.0,0.1875,5.8564,5.8561,14.0558,90.0056,89.9943,119.9996,0.3573,1.5972
948,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0538,4.0766
949,227,40.0,0.1875,0.8125,0.0,9.7943,5.7421,14.4886,95.7329,96.7296,31.4765,0.2309,1.2465
950,206,80.0,0.375,0.4688,0.1562,9.3851,9.3848,9.3847,90.0038,90.0038,89.9961,0.1683,2.5356
951,12,80.0,0.125,0.625,0.25,24.7257,6.2734,6.1075,90.0001,104.4048,90.0001,0.1402,1.5637
952,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0683,3.3244
953,206,80.0,0.6875,0.3125,0.0,9.1156,9.1151,9.1151,90.0037,90.0042,89.9972,0.101,3.8735
954,167,30.0,0.0,0.1667,0.8333,5.4918,5.4913,14.56,89.9984,89.9993,120.001,0.1168,1.0572
955,206,80.0,0.2812,0.125,0.5938,9.8123,9.812,9.8123,90.0014,90.0017,89.9984,0.2055,1.3445
956,227,40.0,0.0,0.1875,0.8125,6.4665,6.4666,15.6067,90.0,89.9902,119.9919,0.2544,0.4889
957,33,80.0,0.75,0.0938,0.1562,10.0671,8.6325,9.2623,90.0044,90.0019,90.001,0.1769,3.088
958,206,80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1082,3.2642
959,167,30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.1904,2.6278
960,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1057,3.2978
961,12,80.0,0.0,0.6875,0.3125,24.8392,6.344,6.1971,90.0002,104.529,90.0001,0.0134,1.5188
962,206,80.0,0.125,0.875,0.0,9.3513,9.3512,9.3507,90.0059,90.0051,89.9933,0.078,2.5371
963,227,40.0,0.75,0.25,0.0,9.8735,5.6914,13.9587,92.5185,92.2888,30.1492,0.2006,2.5673
964,206,80.0,0.4062,0.25,0.3438,9.5382,9.5379,9.538,90.0024,90.0027,89.9976,0.2211,2.0867
965,167,60.0,0.8333,0.125,0.0417,9.7501,4.8748,13.2566,89.9866,90.0143,120.0017,0.0684,4.5094
